CommonName,ScientificName2023,Notes
Spangled Drongo,Dicrurus bracteatus,
,,
PASSERIFORMES: Paradisaeidae,,
Halmahera Paradise-crow,Lycocorax pyrrhopterus,
Trumpet Manucode,Phonygammus keraudrenii,
Glossy-mantled Manucode,Manucodia ater,
Standardwing Bird-of-Paradise,Semioptera wallacii,Endemic (country/region)
King Bird-of-Paradise,Cicinnurus regius,
Greater Bird-of-Paradise,Paradisaea apoda,
,,
PASSERIFORMES: Monarchidae,,
White-naped Monarch,Carterornis pileatus,Endemic (country/region)
Loetoe Monarch,Carterornis castus,Endemic
Golden Monarch,Carterornis chrysomela,
Island Monarch,Monarcha cinerascens,
Black-chinned Monarch,Symposiachrus boanensis,Endemic (country/region)
Spectacled Monarch,Symposiachrus trivirgatus,
White-tailed Monarch,Symposiachrus leucurus,Endemic
Black-tipped Monarch,Symposiachrus loricatus,Endemic
Black-bibbed Monarch,Symposiachrus mundus,Endemic (country/region)
Spot-winged Monarch,Symposiachrus guttula,
Frilled Monarch,Arses telescopthalmus,
Magpie-lark,Grallina cyanoleuca,
Moluccan Flycatcher,Myiagra galeata,Endemic (country/region)
Broad-billed Flycatcher,Myiagra ruficollis,
Shining Flycatcher,Myiagra alecto,
,,
PASSERIFORMES: Laniidae,,
Brown Shrike,Lanius cristatus,
Long-tailed Shrike,Lanius schach,
,,
PASSERIFORMES: Corvidae,,
Violet Crow,Corvus violaceus,
Long-billed Crow,Corvus validus,Endemic (country/region)
Brown-headed Crow,Corvus fuscicapillus,Endemic (country/region)
Large-billed Crow,Corvus macrorhynchos,
Torresian Crow,Corvus orru,
,,
PASSERIFORMES: Melanocharitidae,,
Black Berrypecker,Melanocharis nigra,
Yellow-bellied Longbill,Toxorhamphus novaeguineae,
,,
PASSERIFORMES: Petroicidae,,
Olive Flyrobin,Kempiella flavovirescens,
Yellow-legged Flyrobin,Kempiella griseoceps,
Golden-bellied Flyrobin,Microeca hemixantha,Endemic
Papuan Scrub-Robin,Drymodes beccarii,
Mangrove Robin,Melanodryas pulverulenta,
,,
PASSERIFORMES: Paridae,,
Cinereous Tit,Parus cinereus,
,,
PASSERIFORMES: Alaudidae,,
Singing Bushlark,Mirafra javanica,
,,
PASSERIFORMES: Cisticolidae,,
Dark-necked Tailorbird,Orthotomus atrogularis,
Ashy Tailorbird,Orthotomus ruficeps,
Yellow-bellied Prinia,Prinia flaviventris,
Zitting Cisticola,Cisticola juncidis,
Golden-headed Cisticola,Cisticola exilis,
,,
PASSERIFORMES: Acrocephalidae,,
Oriental Reed Warbler,Acrocephalus orientalis,
Clamorous Reed Warbler,Acrocephalus stentoreus,
Australian Reed Warbler,Acrocephalus australis,
,,
PASSERIFORMES: Locustellidae,,
Gray's Grasshopper Warbler,Helopsaltes fasciolatus,
Sakhalin Grasshopper Warbler,Helopsaltes amnicola,
Middendorff's Grasshopper Warbler,Helopsaltes ochotensis,Rare/Accidental
Seram Bush Warbler,Locustella musculus,Endemic
Buru Bush Warbler,Locustella disturbans,Endemic
Buff-banded Bushbird,Cincloramphus bivittatus,Endemic (country/region)
Tawny Grassbird,Cincloramphus timoriensis,
,,
PASSERIFORMES: Hirundinidae,,
Pacific Swallow,Hirundo tahitica,
Barn Swallow,Hirundo rustica,
Red-rumped Swallow,Cecropis daurica,
Striated Swallow,Cecropis striolata,
Tree Martin,Petrochelidon nigricans,
,,
PASSERIFORMES: Pycnonotidae,,
Seram Golden-Bulbul,Hypsipetes affinis,Endemic (country/region)
Halmahera Golden-Bulbul,Hypsipetes chloris,Endemic (country/region)
Buru Golden-Bulbul,Hypsipetes mysticalis,Endemic
Black-headed Bulbul,Microtarsus melanocephalos,
Spectacled Bulbul,Rubigula erythropthalmos,
Cream-vented Bulbul,Pycnonotus simplex,
Olive-winged Bulbul,Pycnonotus plumosus,
Red-eyed Bulbul,Pycnonotus brunneus,
Yellow-vented Bulbul,Pycnonotus goiavier,Introduced species
Sooty-headed Bulbul,Pycnonotus aurigaster,Introduced species
,,
PASSERIFORMES: Phylloscopidae,,
Japanese Leaf Warbler,Phylloscopus xanthodryas,
Arctic Warbler,Phylloscopus borealis,
Kamchatka Leaf Warbler,Phylloscopus examinandus,
Yellow-breasted Warbler,Phylloscopus montis,
Timor Leaf Warbler,Phylloscopus presbytes,Endemic (country/region)
Island Leaf Warbler,Phylloscopus poliocephalus,
,,
PASSERIFORMES: Scotocercidae,,
Timor Stubtail,Urosphena subulata,Endemic (country/region)
Mountain Tailorbird,Phyllergates cucullatus,
Tanimbar Bush Warbler,Horornis carolinae,Endemic
Aberrant Bush Warbler,Horornis flavolivaceus,
,,
PASSERIFORMES: Zosteropidae,,
Gray-hooded White-eye,Heleia pinaiae,Endemic
Timor White-eye,Heleia muelleri,Endemic (country/region)
Rufescent White-eye,Tephrozosterops stalkeri,Endemic
Warbling White-eye,Zosterops japonicus,
Lemon-bellied White-eye,Zosterops chloris,
Cream-throated White-eye,Zosterops atriceps,
Buru White-eye,Zosterops buruensis,Endemic
Seram White-eye,Zosterops stalkeri,Endemic
Javan White-eye,Zosterops flavus,Endemic (country/region)
Ashy-bellied White-eye,Zosterops citrinella,
New Guinea White-eye,Zosterops novaeguineae,
Ambon White-eye,Zosterops kuehni,Endemic (country/region)
Great Kai White-eye,Zosterops grayi,Endemic
Little Kai White-eye,Zosterops uropygialis,Endemic
,,
PASSERIFORMES: Sturnidae,,
Metallic Starling,Aplonis metallica,
Tanimbar Starling,Aplonis crassa,Endemic
Singing Starling,Aplonis cantoroides,
Asian Glossy Starling,Aplonis panayensis,
Moluccan Starling,Aplonis mysolensis,Endemic (country/region)
Short-tailed Starling,Aplonis minor,
Long-crested Myna,Basilornis corythaix,Endemic
Yellow-faced Myna,Mino dumontii,
Pale-bellied Myna,Acridotheres cinereus,Endemic (country/region)
,,
PASSERIFORMES: Turdidae,,
Sunda Thrush,Zoothera andromedae,
Fawn-breasted Thrush,Zoothera machiki,Endemic
Buru Thrush,Geokichla dumasi,Endemic
Seram Thrush,Geokichla joiceyi,Endemic
Chestnut-backed Thrush,Geokichla dohertyi,Endemic (country/region)
Orange-banded Thrush,Geokichla peronii,Endemic (country/region)
Slaty-backed Thrush,Geokichla schistacea,Endemic
Island Thrush,Turdus poliocephalus,
,,
PASSERIFORMES: Muscicapidae,,
Gray-streaked Flycatcher,Muscicapa griseisticta,
Oriental Magpie-Robin,Copsychus saularis,
White-rumped Shama,Copsychus malabaricus,
Timor Blue Flycatcher,Eumyias hyacinthinus,Endemic (country/region)
Buru Jungle Flycatcher,Eumyias additus,Endemic
Turquoise Flycatcher,Eumyias panayensis,
Lesser Shortwing,Brachypteryx leucophris,
Chestnut-naped Forktail,Enicurus ruficapillus,
Snowy-browed Flycatcher,Ficedula hyperythra,
Little Pied Flycatcher,Ficedula westermanni,
Tanimbar Flycatcher,Ficedula riedeli,Endemic
Damar Flycatcher,Ficedula henrici,Endemic
Cinnamon-chested Flycatcher,Ficedula buruensis,Endemic (country/region)
Black-banded Flycatcher,Ficedula timorensis,Endemic (country/region)
Blue Rock-Thrush,Monticola solitarius,
Pied Bushchat,Saxicola caprata,
Timor Bushchat,Saxicola gutturalis,Endemic (country/region)
,,
PASSERIFORMES: Dicaeidae,,
Thick-billed Flowerpecker,Dicaeum agile,
Halmahera Flowerpecker,Dicaeum schistaceiceps,Endemic (country/region)
Buru Flowerpecker,Dicaeum erythrothorax,Endemic
Ashy Flowerpecker,Dicaeum vulneratum,Endemic (country/region)
Olive-crowned Flowerpecker,Dicaeum pectorale,
Red-chested Flowerpecker,Dicaeum maugei,Endemic (country/region)
Blood-breasted Flowerpecker,Dicaeum sanguinolentum,Endemic (country/region)
Pink-breasted Flowerpecker,Dicaeum keiense,
,,
PASSERIFORMES: Nectariniidae,,
Brown-throated Sunbird,Anthreptes malacensis,
Black Sunbird,Leptocoma aspasia,
Ornate Sunbird,Cinnyris ornatus,
Sahul Sunbird,Cinnyris frenatus,
South Moluccan Sunbird,Cinnyris clementiae,
Flame-breasted Sunbird,Cinnyris solaris,Endemic (country/region)
Crimson Sunbird,Aethopyga siparaja,
Little Spiderhunter,Arachnothera longirostra,
,,
PASSERIFORMES: Irenidae,,
Asian Fairy-bluebird,Irena puella,
,,
PASSERIFORMES: Estrildidae,,
Zebra Finch,Taeniopygia guttata,
Timor Sparrow,Padda fuscata,Endemic (country/region)
Scaly-breasted Munia,Lonchura punctulata,
Black-faced Munia,Lonchura molucca,Endemic (country/region)
Dusky Munia,Lonchura fuscans,
Chestnut Munia,Lonchura atricapilla,Introduced species
Pale-headed Munia,Lonchura pallida,Endemic (country/region)
Five-colored Munia,Lonchura quinticolor,Endemic (country/region)
Tawny-breasted Parrotfinch,Erythrura hyperythra,
Tricolored Parrotfinch,Erythrura tricolor,Endemic (country/region)
Blue-faced Parrotfinch,Erythrura trichroa,
Red Avadavat,Amandava amandava,
,,
PASSERIFORMES: Passeridae,,
Eurasian Tree Sparrow,Passer montanus,
,,
PASSERIFORMES: Motacillidae,,
Gray Wagtail,Motacilla cinerea,
Western Yellow Wagtail,Motacilla flava,
Eastern Yellow Wagtail,Motacilla tschutschensis,
Paddyfield Pipit,Anthus rufulus,
Madanga,Anthus ruficollis,Endemic
Pechora Pipit,Anthus gustavi,
Red-throated Pipit,Anthus cervinus,
,,
,,
References (partial list),,
BirdLife International and Handbook of the Birds of the World (2016) Bird species distribution maps of the world. Version 6.0. Available at http://datazone.birdlife.org/species/requestdis http://datazone.birdlife.org/species/requestdis [Species records],,
"BirdLife International and NatureServe (2011) Bird species distribution maps of the world. BirdLife International, Cambridge, UK and NatureServe, Arlington, USA. http://datazone.birdlife.org/species/requestdis [Distribution]",,
"Clements, J. F., P. C. Rasmussen, T. S. Schulenberg, M. J. Iliff, T. A. Fredericks, J. A. Gerbracht, D. Lepage, A. Spencer, S. M. Billerman, B. L. Sullivan, and C. L. Wood. 2023. The eBird/Clements checklist of Birds of the World: v2023. Downloaded from https://www.birds.cornell.edu/clementschecklist/download/ https://www.birds.cornell.edu/clementschecklist/ [Taxonomy]",,
Cornell Lab of Ornithology. 2011-2018. eBird. http://www.ebird.org/ [Species records],,
Cornell Lab of Ornithology. 2011-2018. eBird Basic Dataset (EBD) http://www.ebird.org/ [Species records],,
Cornell Lab of Ornithology. 2011-2018. eBird (sensitive species records). http://www.ebird.org/ [Species records],,
Ed Colijn. 2000. The Birds of Indonesia. http://www.noord.bart.nl/~edcolijn [Species records],,
Facebook Global Rare Bird Alert. https://www.facebook.com/groups/GlobalRBA/ [Species records],,
Mike Tarburton. 2014. Bird Checklists for 610 Melanesian Islands. http://www.birdsofmelanesia.net/ [Species records],,
"Trainor CR. 2007. Birds of Damar Island, Banda Sea, Indonesia. Bull. British Ornithol. Club 127:300-321. https://www.researchgate.net/publication/225291547 [Species records]",,
"van Bemmel, A.C.V. and Voous, K.H., 1953. Supplement to the faunal list of the birds of the Moluccan Islands. Beaufortia, 4(32), pp.1-8. https://repository.naturalis.nl/pub/505031 [Species records]",,
Xeno-canto.org https://xeno-canto.org [Species records],,
,,
"Avibase has been visited 384,173,115 times since 24 June 2003. © Denis Lepage | Privacy policy",,
